raw_question,correct_answer
Which Irish saint founded Lindisfarne monastery on Holy Island in the 7th century?,['ST. AIDEN']
A replica of whose statue of David stands outside the Palazzo Vecchio in Florence - the original is in the Galleria del Accademia?,"['MICHELANGELO', 'The Michelangelo', 'Michelangelo Hotel', 'Manger Hotel', 'Hotel Taft', 'Taft Hotel']"
According to Shakespeare who kills Macbeth?,"['Macduff (disambiguation)', 'MacDuff', 'Macduff']"
Which group won the Mercury Prize in 2008 for their album 'The Seldom Seen Kid'?,"['Elbows', 'Elbow Joint', 'Carrying angle', 'Cubital angle', 'ELBOW', 'Elbow examination', 'Elbow-joint', 'Elbow joint', 'Anconal', 'Elbow', 'Cubital joint', 'Articulatio cubiti']"
"Name the year; the Profumo Affair, first female astronaut and first limited overs cricket final at Lords.","['one thousand, nine hundred and sixty-three', '1963']"
"Found in 1938 by President Franklin D. Roosevelt, what charity was originally formed to fight polio?","['March of Dimes Birth Defects Foundation', 'March of Dimes Foundation', 'The March of Dimes', 'March of dimes', 'March of Dimes', 'National Foundation for Infantile Paralysis']"
Gavin Maxwell’s book Ring of Bright Water is about which creatures?,"['Lutrinae', 'Otters', 'Otters in popular culture', 'Lutrine', 'OTTERS', 'Otter']"
Which popular singer is the daughter of former Blue Peter presenter Janet Ellis?,"['Sophie Ellis Bextor', 'Sophie ellis baxtor', 'SE-B', 'Sophie ellis bextor', 'Ellis-Bextor', 'Sophi Ellis-Bextor', 'Sophie Ellis', 'Sophie Ellis-Bextor', 'Ellis Bextor', 'Sophie Ellis Baxtor']"
What is the name of Dr. Dolittles parrot?,"['Polynesian islands', 'Geography of Polynesia', 'Polynesian countries', 'Polynesian expansion', 'History of the Polynesian people', 'Polynesia', 'South Sea island', 'South Sea Islands', 'Islands of Polynesia']"
Of which African country is Malabo the capital?,"['GNQ', 'Equatorial Guineau', 'Equatorial guinea', 'Guinea Ecuatorial', 'Guinée Équatoriale', 'Sport in Equatorial Guinea', 'Guinea Equatoriale', 'Equatorial Guinean', 'Equitorial Guinea', 'GEQ', 'Equatoguineans', 'EQUATORIAL GUINEA', 'Guinee Equatoriale', 'Equatorial Guinée', 'Equatoguinean', 'Guiné Equatorial', 'Guine Equatorial', 'Guinée équatoriale', 'Administrative divisions of Equatorial Guinea', 'EqG', 'Equatorial Guniea', 'Guinea Équatoriale', 'Equatorial Guineans', 'Eqguin', 'Equatoguinea', 'Guinee equatoriale', 'Republic of Equatorial Guinea', 'Eq. Guinea', 'Equatorial Guinee', 'EQG', 'Guinea Equatorial', 'Equitoreal guinea', 'Equatorial Guinea', 'ISO 3166-1:GQ', 'Equatorial guiniea']"
What creatures are the Canary Islands named after?,"['Domestic dogs', 'Female dogs', 'Canis familiaris', 'Canis Familaris', 'Canis familiaris domesticus', 'Dogs (Animals)', '🐕', 'She dog', 'She-dog', 'Dogs', 'Doggy', 'Canis familiarus domesticus', 'Domestic dog', 'Dogs as pets', 'Dog (pet)', 'Dog (Domestic)', 'Pet dog', 'She dogs', 'Canis lupus familiaris', 'Canine lupus', 'Dog hood', 'Shedog', '🐶', 'The domestic dog clade', 'A dog', 'Canis domesticus', 'Dogs as our pets', 'Canis Canis', 'Domestic Dog', 'Canis Lupus Familiaris', 'Doggie', 'Dog', 'C.l. familiaris', 'Doggies', ""A man's best friend"", 'Doghood', 'Shedogs', 'Bitch (female dog)', 'She-dogs', 'Dogness', 'Bitch (dog)', 'Female dog', 'C. l. familiaris', 'Shelter dog']"
"Whose first novel, A Woman of Substance, became a best seller",['Barbara Taylor Bradford']
Who were Young Gifted and Black in the sixties,"['Bob Andy and Marcia Griffiths', 'Young, Gifted and Black (Bob Andy and Marcia Griffiths album)', 'Bob & Marcia', 'Bob and Marcia', 'Bob and marcia']"
What is the meaning of the Latin word diluvium as used in the word antediluvian?,"['Noachian Flood', 'Rainbow covenant', 'Genesis flood account', 'Genesis flood', 'Biblical flood', 'Noahic deluge', ""Noah's Flood"", 'Great Flood (Biblical)', 'Noaic deluge', 'Biblical Flood', 'Noahic flood', 'Noaic flood', 'The Flood', 'Genesis flood narrative', ""Noah's flood"", 'Genesis flood myth', 'Deluge of Noah', 'FLOOD', 'Noachian deluge', 'Noah and the Flood', 'Biblical flood narrative', 'Noachian flood', 'Flood of Noah']"
Mount Qomolanga is the official name of which mountain?,"['Mt. Everest expedition', 'Jhomolangma', 'Shèngmǔ Fēng', 'Qomolangma', 'Mount Hymalaya', 'Mount Sagarmāthā', 'Mt. Everest', 'Forehead of the Sky', 'Qomolangma Feng', 'Hillary Step', 'Zhumulangma', 'Mount everest', 'Mount Everest', 'Chomolungma', 'Mont Everest', 'Highest mountain in the world', 'Mt. Qomolangma', 'Chumulangma', 'Peak 15', 'Zhūmùlǎngmǎ Fēng', 'Chomolangma', 'Sargamatha', 'Peak XV', 'Mount Sagarmatha', 'Everest, Mount', 'Yellow Band', 'Mount Everast', 'Mt Everest', '聖母峰', 'Everest (mountain)', 'Zhumulangma Feng', 'Highest mountain in Asia', 'Qolomongma', 'सगरमाथा', '珠穆朗玛峰', 'Everest, Mount (China and Nepal)', 'Everest', 'Shengmu Feng', 'Mount Everist', 'Mount Qomolangma', 'Devgiri', 'Mount Evrest', 'Mount Chomolungma', 'Mount Qolomongma', '珠穆朗瑪峰', 'Mt everest']"
Xingu is a popular beer produced in which country,"['Brazil', 'Etymology of Brazil', 'Federal Republic of Brazil', 'Brasil', 'Barzil', 'Federative Republic of Brazil', 'Brazil (country)', 'Brassil', 'Republic of Brazil', 'Brésil', 'Brzil', 'Brazilian Federative Republic', 'Republica Federativa do Brasil', 'Bresil', 'Brazilian Republic', 'ISO 3166-1:BR', 'República Federativa do Brasil', 'Brazilo']"
Bullace is a thorny shrub with fruit similar to small uncultivated?,"['Prunus subg. Prunus', 'Culture of plum', 'Plum', 'Plum tree', 'Alubukhara', 'Prunello', 'Plums', 'Gages', 'Plum (botany)']"
"Used in cooking, Royal, Fondant, Buttercream and Foam are all types of what?","['Icing (disambiguation)', 'Icing']"
"Coccinellidae, whose common name variants suggest a female form, are?","['Black-Beetle', 'Coleopteran', 'Palm beetle', 'Beetles', 'Coleopterists', 'Coleoptera', 'Beetel', 'Beetle', 'Chafer', 'Choleoptera', 'Coleopterist']"
What kind of food is Cullen Skink?,"['Fish proteins', 'Fin-fish', 'Fish vs fishes', 'Ichthyoid', 'Fish versus fishes', '🐟', 'Fish (Biology)', 'Fishes or fish', 'Piscines', 'Fish or fishes', 'Fisshes', 'Fishes', 'Fishes versus fish', 'Fush', 'Sick fish', 'Fishbones', 'Pisces (zoology)', 'Finfish', 'Marine fish', 'Fish (zoology)', 'Ichthyes', 'Fish', 'Ichthyofauna', 'Inchthyic', 'Fish venoms']"
"Edith of East Anglia was the wife of which pre-Norman English king, born in c. 993 AD?","['Cultural depictions of Edmund Ironside', 'Eadmund II', 'Edmund Ii', 'Edmund iron side', 'Edmund II Ironside', 'Edmund the Ironside', 'Edmund II', 'Edmund II of England', 'Eadmund II Isen-Healf', 'King Edmund II', 'Eadmund II Ironside', 'Eadmund ironside', 'Eadmund Isen-Healf', 'EDMUND IRONSIDE', 'Edmund Ironside']"
What is the medical term for abnormally low blood pressure?,"['Low blood-pressure', 'Hypotension', 'Intradialytic hypotension', 'Low Blood Pressure', 'Low blood pressure', 'HoTN', 'Chronic hypotension', 'Low BP', 'Hypotensive']"
Japan lies in which body of water?,"['Pacific Basin', 'Oceanum pacificum', 'Sea of Magellan', 'Pacific region', 'PAcific', 'North Pacific Ocean', 'Peaceful sea', 'Eastern Pacific Ocean', 'Mar del Sur', 'South-Western Pacific', 'West Pacific', 'Eastern Pacific', 'South Pacific Ocean', 'North Pacific ocean', 'South-western Pacific', 'Pacific Ocean', 'North Pacific fisheries', 'Western Pacific Ocean', 'Southern Pacific Ocean', 'Pacific (ocean)', 'Pacific basin', 'Pacific Oceans', 'North Pacific', 'Pacific ocean', 'Mid-Pacific', 'Great South Sea', 'Pacific', 'Tepre Pacificum', 'East Pacific']"
Nelson Mandela was one of two men who were jointly awarded the Nobel Peace Prize in 1993 for their role in ending apartheid in South Africa. Who was the other one?,['Frederik Willem De Clerk']
What is the name of the baboon/witch doctor from The Lion King?,"['Sarabi', 'Mohatu', 'List of Lion King characters', 'Kiara (The Lion King)', 'List of Timon & Pumbaa characters', 'Queen Nala', 'Ed (The Lion King)', 'The Hyena Trio', 'Uncle Max (The Lion King)', 'Shenzi, banzai and ed', 'Nuka (The Lion King II)', 'Kovu', 'Kovu (The Lion King)', 'Mufasa', 'Shenzi (Lion King)', 'Nuka (lion king 2)', 'King Mufasa', 'Ma (The Lion King)', 'Zazu (Disney character)', 'Uru (The Lion King)', 'Zira (The Lion King)', 'Nuka (The Lion King)', 'Sarafina (The Lion King)', 'Tojo (The Lion King)', 'Nala (Lion King)', 'List of The Lion King characters', 'List of characters in The Lion King', 'List of The Lion King II characters', 'Nuka (Lion King II)', 'Shenzi (The Lion King)', 'Shenzi, Banzai and Ed', 'Hyenas (The Lion King)', 'Vitani', 'Princess Kiara', 'List of Lion King and Lion King ii characters', 'Ma (Lion King)', 'King Scar', 'Queen Sarabi', 'Scar (The Lion King character)', 'The Lion King II characters', 'Banzai (The Lion King)', 'Zira (Disney character)', 'Rafiki', 'Uru (Lion King)', 'Hyenas (lion king)', 'Nala (The Lion King)', 'Taka (The Lion King)', 'Zira (The Lion King II)']"
In which Dickens novel do Daniel and Mrs Quilp appear?,['THE OLD CURIOSITY']
What was the name of the western lawman in New York City played on TV by Dennis Weaver?,['(Marshal Sam) McCloud']
The Uffizi Gallery is a museum in which European city?,"['UN/LOCODE:ITFLR', 'Folrenz', 'Firenze, Italy', 'פירנצה', 'Montughi', 'Firenze', 'Gualfonda', 'Florentine', 'Frorence', 'Florence (Italy)', 'Florence', 'Florence, Italy']"
What does the acronym SWALK on an envelope mean?,"['SWALK', 'S.W.A.L.K.', 'S. W. A. L. K.', 'S W A L K', 'Sealed With A Loving Kiss', 'Sealed with a loving kiss']"
"Which legendary royal figure, the son of Uther Pendragon, was ably assisted by the wizard Merlin and rode a horse named Llamrei?","['Arthurian legend', ""King Arthur's family tree"", 'Arthur Pendragon', 'Arthur Legend', 'Arthurian Legend', 'Arthurian legends', ""King Arthur's Family Tree"", 'King arthur', 'Arthur Eld', 'The Arthurian Legend', 'Arthuriad', 'Arthurian Legends', 'King Arthur', 'Legend of King Arthur', 'Arthurian', 'Arthurian lore', 'Arthur of Britain']"
What is the name of the cat of cartoon character Minnie Mouse?,"['Figaro', 'Figaro (disambiguation)', 'Figaro (opera character)']"
"""Who sang with Barbra Streisand on """"No More Tears (Enough is Enough)""""?""","['Donna Sommer', 'Donna summer', 'LaDonna A. Gaines', 'Dona summer', 'LaDonna Adrian Gaines', 'Queen of disco', 'LaDonna Gaines', 'Donna Summers', 'Donna Summer']"
What does the musical term 'Largo' mean?,['BROADLY']
Which is the largest lake in Venezuela?,"['Tablazo Strait', 'Maracaibo lake', 'Lake Maracaibo', 'Maracaibo Lake', 'Lake maracaibo', 'Lago de Maracaibo']"
What is the world's longest traffic (railway or road) tunnel?,['Seikan Tunnel that connects the islands of Honsh and Hokkaid']
What name was given to a series of confrontations in the 1950s and 1970s between the UK and Iceland?,"['Landhelgisstríðin', 'Cod war', 'Cod War', 'Iceland Cod Wars', 'The Cod Wars', 'Cod wars', 'Thorskastridin', 'The Iceland Cod Wars', 'Second Cod War', 'Þorskastríðin', 'Icelandic Cod Wars', 'Anglo-Icelandic Cod War', 'Anglo Icelandic Cod War', 'Cod Wars', 'Icelandic Cod War', 'Landhelgisstridin', 'First Cod War', 'Third Cod War']"
Who became the first Briton to win gold at the 5000 metres in the World Athletics Championships?,"['Mo Farrah', 'Mohamed Farah', 'Sir Mohamed Farah', 'Mo Farah', 'Mohammad Farah', 'MO FARAH', 'Mohammed Farah', 'Sir Mo Farah']"
"In traditional English cuisine, what goes with roast pork?","['Applesause', 'Apple sauce', 'Applesauce', 'Apple Sauce']"
"""Of the seven Von Trapp children in """"The Sound of Music', two were boys. Name either.""",['Kurt or Friedrich']
"March 30, 1981 saw Ronald Reagan get shot in the chest by what asshat nutjob?","['John Hinckley, Jr', 'John W. Hinckley, Jr.', 'John Hinckley, Jr.', 'John Warnock Hinckley', 'John hinkley', 'John Hinckley', 'John Hinckley Jr.', 'John hinkley, jr.', 'John W Hinckley, Jr.', 'John W. Hinckley', 'JOHN W HINCKLEY JR', 'John Hinckley Jr', 'John Hinkley', 'John Warnock Hinckley, Jr.,', 'John hinckley, jr', 'John Hinkley, Jr.', 'John W. Hinkley, Jr.', 'John Warnock Hinckley, Jr.']"
What is the worlds most common blood type?,"['Blood Types', 'O+', 'Bloodtype', 'Bloodgroups', 'Blood typing', 'Type O-', 'A−', 'Blood type O-', 'Blood group', 'Bloodgroup', 'Blood type A+', 'Blood types', 'Blood Type', 'AB+', 'AB-', 'Universal donor', 'Blood Type O-', 'O−', 'A+ (blood type)', 'A+ blood', 'Universal recipient', 'Blood type', 'ABO/Rh typing', 'Blood group antigen', 'O negative', 'Human blood type', 'B Negative', 'AB Negative', 'B−', 'O neg', 'Universal blood donor', 'A positive blood', 'A-positive', 'O Negative', 'Type o-', 'Type O', 'A+ (blood)', 'Blood type o-', 'ABO/Rh', 'Blood Group']"
Amol Rajan is the editor of which national daily newspaper?,"['Independent', 'Independency', 'Independent Album', 'Independents', 'Independent (disambiguation)', 'IndependentS', 'Independent (album)', 'Independent (Album)']"
Whose debut album released in 1998 was entitled The Voice of an Angel?,"['Charlotte Church', 'Back With Style']"
Who in the early 1960's became known as the King of The Twist?,['Chubby Checker']
"What is the youngest section of the Scouting movement, covering ages 6 to 8?","['Beaver Scouts', 'Beaver Scout', 'Beaver Scouts (disambiguation)']"
In which country was JRR Tolkien born?,"['South africa', ""South Africa's"", 'Southafrica', 'Third Republic (South Africa)', 'Republiek van Suid-Afrika', ""Sou'frica"", 'Zuid Afrika', 'Zuid-Afrika', 'ISO 3166-1:ZA', 'South-African', 'S Africa', 'Zuid Africa', 'Mzansi', 'Afrique du sud', 'Zuidafrika', 'Ningizimu Afrika', 'Capital of South Africa', 'Suid-Afrika', 'South-Africa', 'Rep. of SOUTH AFRICA', 'The Republic of South Africa', 'Suid Africa', 'Azania/South Africa', 'S Afr', 'Saffa', 'South African', 'Seth efrika', 'South Africa', 'Soufrica', 'Republic of south africa', 'South Africaà', 'The Beloved Country', 'S. Africa', 'Rep. of South Africa', 'South Africans', 'Republic of South Africa']"
Who plays Mr Brown in the new Paddington Bear movie?,['Hugh Bonneville']
Which Sunday newspaper was launched in September 1989 as a 'quality' broadsheet and ceased publication (as a tabloid) in November 1990?,"['Foreign news office', 'Live at the scene', 'Foreign correspondent', 'Correspondent', 'Newspaper correspondent', 'Foreign news bureau', 'News correspondent', 'Reporting from the scene', 'Stand-up reporting', 'Correspondant', 'On-the-scene reporting', 'Stand-up (news)', 'Correspondents', 'News Correspondent', 'Foreign correspondent (journalism)', 'Overseas press']"
"Meaning “cluster of eight” in the local language, what did the Ellice Islands change their name to upon gaining independence?","['Lagoon Islands', 'Water supply and sanitation in Tuvalu', 'Transportation in Tuvalu', 'Ellis Islands', 'ISO 3166-1:TV', 'Impact of climate change in Tuvalu', 'Culture of Tuvalu', 'Tuvalu', 'Eight standing together', 'Tuvalo', 'Tuvalu/Transportation', 'Tourism in Tuvalu', 'Tuvalu/Transnational issues', 'Transport in Tuvalu', 'Tuvalu Islands', 'Toovaloo', 'Tuvalu islands', 'Ellice Islands', 'Tepuka Savilivili', 'Sport in Tuvalu', 'Nivalakita', 'Ellice Island', 'Education in Tuvalu']"
Where in the body would you find the 'Canal of Schlemm'?,['IN THE EYE']
The statue of which Royal person was unveiled in London's The Mall in February 2009?,"['Queen mum', 'Queen Elizabeth the Queen Mother', 'Her Majesty Queen Elizabeth, The Queen Mother', 'QEQM', 'Elizabeth, Queen Consort of George VI of England', 'Elizabeth Bowes Lyon', 'Her Majesty Queen Elizabeth the Queen Mother', 'Queen Elizabeth, The Queen Mother', 'Queen Mum', 'Elizabeth Angela Marguerite Windsor', 'Queen Elizabeth the Queen Mum', 'Elizabeth Angela Marguerite Bowes-Lyon', 'Elizabeth bowes-lyon', 'Queen Elizabeth The Queen Mother', 'Elizabeth, queen consort of George VI of Great Britain', 'Her Majesty Queen Elizabeth The Queen Mother', 'Queen Elizabeth, the Queen Mother', 'The Queen Mother', 'Elizabeth, the Queen Mother', 'Coat of Arms of Queen Elizabeth, The Queen Mother', 'Elizabeth, Queen Mother', 'Lady Elizabeth Bowes-Lyon', 'Elizabeth the Queen Mother', 'Queen Elzabeth the Queen Mother', 'Elizabeth Bowes-Lyon', 'Queen Mother Elizabeth']"
Which scientist discovered the radioactive element Radium in 1898?,"['Madame Curie', 'Maria Curie-Skłodowska', 'Marie Skoldowska Curie', 'Maria Sklodowska', 'Marie Sklodowska Curie', 'Maria Curie', 'Marie Skłodowska-Curie', 'Madam Curie', 'Marja Curie', 'Marie Curie-Skłodowska', 'Marie Curie-Sklodowska', 'Maria Skłodowska-Curie', 'Maria Sklodowska Curie', 'Marie Skłodowska Curie', 'Marie Curie', 'Curie, Marie', 'Maria Sklodowska-Curie', 'Maria Salomea Skłodowska', 'Curie, Marie Sklodowska', 'Marie Sklodowska-Curie', 'Marie Skłodowska–Curie', 'Maria Curie-Sklodowska', 'Marie Sklodowska', 'Maria Skłodowska', 'Marie curie', 'Maria Skłodowska–Curie', 'Marie Sklodowska–Curie', 'Maria Skłodowska Curie', 'Mary curie', ""Marie Curie's birthplace""]"
In the 90s how many points have been awarded for finishing second in a Grand Prix?,"['six', '6']"
What is the Roman Numeral for 1000?,"['ⓜ', 'Ⓜ', '🄜', '🅜', 'M', 'Ｍ', '🅼', 'M (letter)', '⒨', '🄼']"
By what pseudonym is writer Frederick Dannay Manfred Bennington Lee better known?,"['Manfred B. Lee', 'Frederic Dannay', 'Manfred Bennington Lee', 'Manfred Lee', 'Barnaby Ross', 'Pseud. Ellery Queen', 'Lee, Manfred Bennington', 'Dannay, Frederic', 'Ellery Queen']"
In which country did the Velvet Revolution of November 1989 take place?,"['Česko Slovensko', 'Czechoslovakian', 'Chechoslovakia', 'Czecheslovakia', 'Cesko Slovensko', 'Cesko-Slovensko', 'Czech -', 'Czechaslavakia', 'Czechoslovakia', 'Tschechoslowakei', 'Czechoslovakia (disambiguation)', 'Czechoslavakian', 'Czeckeslovakia', 'Checkeslovakia', 'Czecho Slovakia', 'CzechoSlovakia', 'ČSFR', 'Czechoslowakia', 'Czecho-Slovak', 'Ceskoslovensko', 'Czechoslavakia', 'Czech ~', 'Tsjekkoslovakia', 'Chekhoslovakia', 'Česko-Slovensko', 'Czecho-Slovakia', 'Czechoslovaka', 'Chekoslovakia', 'ŘČS', 'Federation of Czechoslovakia', 'Czech —', 'Czechoslovak', 'Czecholslovakia', 'Československo', ""People's Republic of Czechoslovakia"", 'Czechosloavkia', 'Czechslovakia', 'Checkoslovakia', 'Czechsolvakia', 'Czeckoslovakia']"
Tynwald Day is celebrated on which island in July,"['Man Island', 'Isle Of Man', 'Cuisine of the Isle of Man', ""'Queens Commissioner-Barrantagh y Benrein'"", 'ISLE OF MAN', 'ISO 3166-1:IM', 'The Isle of Man', 'Name of the Isle of Man', 'Mannin', 'Monapia', ""'Queen's Commissioner-Barrantagh y Benrein'"", 'Ynys Manaw', 'Isle of Sam', 'Census Act 1929', 'The Isle Of Man', 'Isle of Man/Transnational issues', 'Isle of Man/Military', 'Islam in the Isle of Man', 'Isle of man', 'Monaoeda', 'Manx (mythology)', 'Isle of Mann', 'Island of Man', 'Protestantism in the Isle of Man', 'Isle of Man/History', 'Military of the Isle of Man', 'Census in the Isle of Man', 'Religion in the Isle of Man', ""'Queen's Commissioner-Barrantagh ny Benrein'"", 'I of M', 'Man, Isle of', 'Isle of Man', 'Europe/Isle of Man']"
What is the English equivalent of the Scottish dish 'Rumbledethumps'?,"['Bubble and squeak', 'Bubble and Squeak', 'Bubble and squick', 'Bubble & squeak', 'Bubble & Squeak', 'Bubble and squeek']"
What is the name of the wind that brings heavy seasonal rain to Southern Asia,"['South west summer monsoons', 'Monsoon rains', 'Southwest summer monsoon', 'Monsoon climate', 'Southwest monsoons', 'Southwest Monsoon', 'Mausin', 'Southwest monsoon in India', 'South western summer monsoons', 'South west monsoons', 'South-western monsoons', 'Montion', 'South-west monsoon', 'Monsoons', 'South western summer monsoon', 'Northeast monsoon', 'South-western summer monsoon', 'Southwest summer monsoons', 'South-west summer monsoon', 'Southwestern summer monsoons', 'South west monsoon', 'Summer monsoon', 'African monsoon', 'South western monsoons', 'North-east monsoon', 'Southwestern summer monsoon', 'Northeast Monsoon', 'South western monsoon', 'South-western summer monsoons', 'South-western monsoon', 'South Asian monsoon', 'Monsoon', 'Southwestern monsoons', 'African Monsoon', 'South west summer monsoon', 'South-West monsoons', 'Monsoonal', 'Southwestern monsoon', 'West African Monsoon', 'Monzoon', 'Southwest monsoon', 'South Asian Monsoon', 'South-west summer monsoons']"
Which long-distance walk usually starts on top of Mt. Snowden and finishes at the O.S. trig point on Foel Fras some 24 miles later?,"['Welsh 3000', 'Welsh 3000s', 'The Welsh 3000']"
Which car manufacturer did Colin McRae win his first WRC title ?,"['Subaru Group', 'Suburu', 'Saburu', 'SUBARU', 'Suby', 'Subie', 'Subaru', 'Subaru (automobile)']"
"In the Lotto Thunderball draw, you choose 1 Thunderball from how many?","['fourteen', '14']"
Which German river flows 1159 kilometres from the Czech Republic flowing into the North Sea just north of Hamburg?,"['Elbe', 'River Elbe', 'Upper Elbe', 'Stör (Elbe)', 'The Elbe', 'Ferries across Elbe', 'Elbe river', 'Stor (Elbe)', 'Stör River', 'Elbe River', 'ELBE', 'Labe River', 'Stör']"
What is the first name of the Dickens character Micawber?,"['Wilkin', 'Wilkins (disambiguation)', 'Wilkins']"
"Which four letter word beginning with Y is the basic monetary unit of China, equal to 100 Fen?","['元', 'Yuan', 'Yuan (disambiguation)', 'China yuan']"
What part of France is located on the continent of South America?,"['Sport in French Guiana', 'GUF', 'French Guianese', 'Subdivisions of French Guiana', 'Guyane Departement, French Guiana', 'Guyane francaise', 'Fr. Guiana', 'Region Guyane', 'Guianians', 'Guyane française', 'Guyana Francoise', 'Guyana Françoise', 'Guyane Creole', 'Guianian', 'French Guianan', 'Guyane Departement', 'Région Guyane', 'Guianese', 'French Guyane', 'French Guyana', 'Guyane Creoles', 'Guyane Département, French Guiana', 'Guiana Francesa', 'Guyane', 'French Guiana', 'Overseas Region of Guyane', 'Guiane', 'French guyana', 'Guyane Département', 'Administrative divisions of French Guiana', 'Guyane Francaise', 'French guiana', 'Guyanne', 'Guyane Française', 'ISO 3166-1:GF']"
The satirical comedy Airplane! was released in what year?,"['one thousand, nine hundred and eighty', '1980']"
Sfumato is a technique in what?,"['Paintism', 'Paintings', 'Classical Painting', 'PainTing', 'Painters', 'Paintist', 'Paintery', 'Paintress', 'Coat of paint', 'Painter', 'Paintingly', 'Paintists', 'Stylized painting', 'Painting artist', 'Paintedly', 'Painting, the art of', 'Painting', 'Painter (artist)', 'Painteries', 'PaintIng', 'Painting (object)', 'Paintistically']"
Dahomey was an African kingdom in which present-day republic?,"['Etymology of Benin', 'Bénin', 'Republic of Benin', 'Beninois', 'Beninese culture', 'Agriculture in benin', 'Name of Benin', 'ISO 3166-1:BJ', 'Benin Republic', 'Precolonial history of Benin', 'Culture of Benin', 'Republic of Bénin', 'Beninese', 'Benin', 'Administrative divisions of Benin', 'Beninese (disambiguation)']"
Which island group is known by the French as Iles Normande?,"['Sport in the Channel Islands', 'The Channel Islands', 'Anglo-Norman Isles', 'Channel island', 'Channel Islanders', 'Channel Islands', 'Transport in the Channel Islands', 'History of the Channel Islands', ""Îles d'la Manche"", 'Guernsey channel islands', 'Îles Anglo-Normandes', 'Channel islands', 'Geography of the Channel Islands', 'Channel Isles', 'Norman Isles', 'Communications of the Channel Islands', 'Channel Islands (Britain)', 'Channel Islands (UK)', 'Culture of the Channel Islands', 'Îles de la Manche', 'Channel isles', 'Economy of the Channel Islands', 'Channel Island']"
Republic of the Union of Myanmar is better known as what country?,"['Economic sanctions against Myanmar', 'Economic sanctions against Burma', 'ISO 3166-1:MM', 'Birman Empire', 'Etymology of Burma', 'Republic of The Union of Myanmar', 'Pyidaunzu Thanmăda Myăma Nainngandaw', 'Mianmar', 'Borders of Burma', 'Myanmar (Burma)', 'Mayanmar', 'မြန်မာပြည်', 'Pyi-daung-zu Myan-ma Naing-ngan-daw', 'Myammar', 'Burma/Myanmar', 'Burmese Republic', 'Burma-Myanmar', 'Burma (Myanmar)', 'Union of Myanmar', 'ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်', 'Sanctions against Burma', 'Myanmar (formerly Burma)', 'Birma', 'ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော', 'Birmanie', 'Myanmar/(Burma)', 'Burma', 'Myanmar/Burma', 'Myanmar', 'Myanmer', 'Socialist Republic of the Union of Burma', 'Republic of the Union of Myanmar', 'Eastern Burma', 'Union of burma', 'Myanma', 'Birmania']"
In which film did Cliff Richard sing Living Doll in 1959?,"['Serious Charge', 'Serious Charge (1959 film)']"
Who wrote the plays Plaza Suite and The Odd Couple?,"['Neil Simon', 'Marvin Neil Simon', '(Neil) Simon']"
What is a Lulworth skipper?,"['Butterfly', 'Butterflys', 'Buttetrfly', 'Butterfly life cycle', 'Rhopalocera', 'Butterflies']"
What was the home state of character Tony Soprano in the TV series 'The Sopranos'?,"['Jersey State', 'Dirty Jersey', 'Newjersey', 'New jersey', 'N J', 'Religion in New Jersey', 'Exit 9', 'US-NJ', '3rd State', 'New Jersey (U.S. state)', 'State of New Jersey', 'Third State', 'NJ', 'New Jerseyite', 'Joisy', 'Culture of New Jersey', 'Economy of New Jersey', 'State Song of New Jersey', 'N.J.', 'New Jersey State Song', 'Symbols of the State of New Jersey', 'NEW JERSEY', 'Nueva Jersey', 'Demographics of New Jersey', 'Nova caesaria', 'New Jersey, USA', 'New Jersey (state)', 'Scheyichbi', 'New Jersy', 'New jerse', 'New Jersey, United States', 'New Jerz', 'NewJersey', 'Joizee', 'Nova Caesarea', 'Nova Jersey', 'New Jersey', 'Nova Cæsarea', 'New Jerseyan', 'Education in New Jersey', 'State.nj.us', 'New jeresy']"
In what TV series was the family butler called Lurch?,"['Addams Family, The', 'The Addams Family', 'The addams family', ""Adam's Family"", ""Addam's Family"", 'The Addams', 'Pubert', 'The new Addams Family', 'The Addams Family (1992)', 'The Addams Family (1973)', '0001 Cemetery Ridge', 'Addams Family', 'The Addams Family (1964)', 'The Beinekes', 'Addams family']"
Which stretch of water separates the Orkneys from Scotland,"['An Caol Arcach', 'Pentland Firth']"
Internet hackers calling themselves the Iranian Cyber Army interrupted service of which Chinese search engine in January 2010?,"['Baidu', 'Baidu.jp', 'Baidu Earnings', 'Qunar', 'Baidu.com', 'BIDU', 'Baidu Search', 'Baidu Inc', 'Baidou', 'Baidu.com Inc', 'Baidu Yun', 'Zhidao', 'Baidu.com Inc.', 'Rankdex', 'Qunar Cayman Islands Ltd', 'Baidu Talk', 'Baidu, Inc.', 'Baidu Busca', '百度', 'RankDex']"
"Which island was sold by Genoa to France in 1764, was ruled by Britain for two years from 1794 to 1796, and then returned to France?","['La Corse', 'Corsica, France', 'Corsica (Journal)', 'Cyrnos', 'Cyrnus', 'Corsic', 'Corse', 'Korsika', 'Corsica']"
Who had a number one hit in 1955 with 'Give me your word' and in 1956 with 'Sixteen Tons'?,"['Tennessee Ernie Ford', 'Ernie Ford', '%22Tennessee%22 Ernie Ford', 'Cousin ernie', 'TENNESSEE ERNIE FORD']"
